id,id,title,views,prize_id,office_id,juchae,jukwan,apply_period,prize_1st,apply_url,image_url,field,prize,office,target,act_id,all
124,124,제주삼다수와 함께하는 나만의 일상 공모전,345,3,3,제주삼다수,제주삼다수,2022.09.07~2022.09.23,150만원,https://www.jwwf.co.kr,https://www.thinkcontest.com/ufiles/contest/be227b4af37e3f47d7c351ce6da4966581ad1b3a.jpg,디자인사진UCC/영상문학/수기,1000~3000,대기업,대학생/대학원생/일반인/고등학생/제한없음/제주 물 아카데미 참가 학생?학부모 및 대면?온라인 견학 고객,124.0,디자인사진UCC/영상문학/수기 대기업 1000~3000대학생/대학원생/일반인/고등학생/제한없음/제주 물 아카데미 참가 학생?학부모 및 대면?온라인 견학 고객
125,125,제3회 성남여성 창업아이디어 경진대회,142,3,2,"성남시, 한국지역난방공사, 성남시여성단체협의회",성남시 여성비전센터,2022.08.01~2022.09.30,300만원,https://www.womanvision.co.kr/,https://www.thinkcontest.com/ufiles/contest/5290f0a572481af63300410aa2cc3e7865206bbc.jpg,기획/아이디어취업/창업,1000~3000,공기업,대학생/대학원생/일반인/기업/성남 거주자,125.0,기획/아이디어취업/창업 공기업 1000~3000대학생/대학원생/일반인/기업/성남 거주자
126,126,제3회 로컬크리에이터 아이디어 챌린지,65,3,1,충남지방중소벤처기업청,충남창조경제혁신센터,2022.09.20~2022.10.11,500만 원,https://ccei.creativekorea.or.kr/chungnam/allim/allim_view.do?no=12672&div_code=1&rnum=199&pn=1&kind,https://www.thinkcontest.com/ufiles/contest/0f61a3db3d32227508a248262224fbb2156d1a17.jpg,기획/아이디어,1000~3000,중앙정부/기관,대학생/대학원생/일반인/고등학생/기업,126.0,기획/아이디어 중앙정부/기관 1000~3000대학생/대학원생/일반인/고등학생/기업
127,127,2022 3D프린팅 인공지능 학습데이터 활용 해커톤,243,3,1,"과학기술정보통신부, 한국지능정보사회진흥원","3D프린팅연구조합, 씨와이오토텍",2022.09.07~2022.10.14,"1,000만원",http://3dpro.or.kr/html/main/main.html,https://www.thinkcontest.com/ufiles/contest/95d5b96ad98ce04330e189a85ecd4789ab33996d.jpg,기획/아이디어과학/공학,1000~3000,중앙정부/기관,대학생/대학원생/일반인/고등학생/제한없음/개인 또는 팀(5인 이하)?,120.0,기획/아이디어과학/공학 중앙정부/기관 1000~3000대학생/대학원생/일반인/고등학생/제한없음/개인 또는 팀(5인 이하)?
127,127,2022 3D프린팅 인공지능 학습데이터 활용 해커톤,243,3,1,"과학기술정보통신부, 한국지능정보사회진흥원","3D프린팅연구조합, 씨와이오토텍",2022.09.07~2022.10.14,"1,000만원",http://3dpro.or.kr/html/main/main.html,https://www.thinkcontest.com/ufiles/contest/95d5b96ad98ce04330e189a85ecd4789ab33996d.jpg,기획/아이디어과학/공학,1000~3000,중앙정부/기관,대학생/대학원생/일반인/제한없음,127.0,기획/아이디어과학/공학 중앙정부/기관 1000~3000대학생/대학원생/일반인/제한없음
128,128,ClutG-Star 대구·경북 청년 창업아이디어 경진대회,458,3,1,대구창조경제혁신센터,"3D프린팅연구조합, 씨와이오토텍",2022.09.01~2022.09.23,500만원,https://startup.daegu.go.kr/index.do?menu_id=00002552&menu_link=/front/project/projectFrontDetail.do,https://www.thinkcontest.com/ufiles/contest/2ac671a71fdc291a1161d47918cb57a88fc9966b.jpg,기획/아이디어취업/창업,1000~3000,중앙정부/기관,대학생/대학원생/일반인,128.0,기획/아이디어취업/창업 중앙정부/기관 1000~3000대학생/대학원생/일반인
129,129,경상북도 청소년 가요&댄스 경연대회,424,3,11,대한불교조계종 은해사,BTN불교TV,2022.09.05~2022.09.26,100만원,http://www.btn.co.kr/Eunhaesa/202209.html,https://www.thinkcontest.com/ufiles/contest/610166848fac89bcbc6444c129bcae818b9ad554.jpg,UCC/영상예체능,1000~3000,기타,중학생/고등학생,129.0,UCC/영상예체능 기타 1000~3000중학생/고등학생
130,130,삼성화재XPOSTECH 데이터기반 리스크관리 아이디어 경진대회,58,3,3,"삼성화재, POSTECH","삼성화재, POSTECH",2022.09.05~2022.10.05,500만원,http://www.riskds.com/,https://www.thinkcontest.com/ufiles/contest/1f4b3b4056fd8d9338d28bb27e40262fa1055ba3.png,기획/아이디어,1000~3000,대기업,대학생/대학원생,130.0,기획/아이디어 대기업 1000~3000대학생/대학원생
131,131,(경진대회) 2022년 대학(원)생 모의 무역위원회 개최,67,3,1,"산업통상자원부 무역위원회, 무역구제학회",무역구제학회,2022.09.05~2022.11.04,500만원,http://www.xn--v52b2jp8y7zaohzr429f.com/html/?pmode=BBBS0018200001&smode=view&seq=738,https://www.thinkcontest.com/ufiles/contest/9779c9e015cf089dcca5ae63d2a03ed25732e3a0.png,대외활동,1000~3000,중앙정부/기관,대학생/대학원생,131.0,대외활동 중앙정부/기관 1000~3000대학생/대학원생
132,132,(경진대회) 세계문화유산 통도사 영출문화축제 제1회 전국 초중고 사생실기대회,276,3,11,영축총림 통도사,(사)한국미술협회 양산지부,2022.08.23~2022.09.22,100만원,http://www.tongdosa.or.kr/bbs/board.php?bo_table=menu03101&wr_id=417,https://www.thinkcontest.com/ufiles/contest/6a180a57e9ba062f7a7e2afce6b5ffd17046b747.jpg,예체능대외활동,1000~3000,기타,초등학생/중학생/고등학생,132.0,예체능대외활동 기타 1000~3000초등학생/중학생/고등학생
133,133,(경진대회) 2022년 디바이스랩 전국 아이콘(ICT-Unicorn) 경진대회,288,3,2,정보통신산업진흥원,"3D프린팅연구조합(판교FAB), 용인시산업진흥원(용인LAB), 전주정보문화산업진흥원(전주LAB), 충북과학기술혁신원(충북LAB)",2022.08.30~2022.09.26,1000만원,http://ypa.or.kr/information/businessnotice/?uid=3826&mod=document&pageid=1,https://www.thinkcontest.com/ufiles/contest/b1001619d0199825fd142e5b89a2d76ee427e74a.jpg,과학/공학대외활동,1000~3000,공기업,대학생/대학원생/일반인/기업,133.0,과학/공학대외활동 공기업 1000~3000대학생/대학원생/일반인/기업
134,134,의왕시 탄소중립 UCC·사진 공모전 <우리가 바로 의왕 탄(소중립)생(활) 실천가>,141,3,6,의왕시청,의왕시청,2022.09.05~2022.09.30,150만원,https://www.uiwang.go.kr/UWKORINFO0701,https://www.thinkcontest.com/ufiles/contest/f0cbbdc68fd5465115b83af874262f089a427ac1.jpg,사진UCC/영상,1000~3000,지방자치단체,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,134.0,사진UCC/영상 지방자치단체 1000~3000대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
135,135,제5회 D-Tech 기술ㅣ디자인 공모전,256,3,2,"한국사회복지협의회, 엠와이소셜첨퍼니(MYSC), 청년창업네트워크 PRISM, 한국인공지능협회, 법무법인 디라이트",의왕시청,2022.08.26~2022.11.10,요강참조,https://www.d-techcampaign.com/,https://www.thinkcontest.com/ufiles/contest/5e4a2bcff3427d83580bc39607e1f2190fcac59a.png,디자인,1000~3000,공기업,대학생/대학원생/고등학생/제한없음,135.0,디자인 공기업 1000~3000대학생/대학원생/고등학생/제한없음
136,136,레노버 The world we imagine  디지털 아트 공모전,1429,3,5,레노버,의왕시청,2022.07.29~2022.09.30,"USD$5,000",https://www.lenovo.com/kr/ko/theworldweimagine,https://www.thinkcontest.com/ufiles/contest/321d1086a13bd7e1422f71b9fa53728447472011.png,디자인예체능,1000~3000,외국계기업,대학생/대학원생/일반인,136.0,디자인예체능 외국계기업 1000~3000대학생/대학원생/일반인
137,137,제2회 기회의 경기 제안공모 2022,141,3,6,경기도청,경기도청,2022.08.29~2022.09.25,"1,000만원",https://www.epeople.go.kr/nep/prpl/selectPbsbsrpnPrpslOngoingDetailPage.npaid,https://www.thinkcontest.com/ufiles/contest/5ed4c9f5c8df423bd3cad01d141fbc1e4af5a77c.png,기획/아이디어,1000~3000,지방자치단체,대학생/대학원생/중학생/고등학생/제한없음,137.0,기획/아이디어 지방자치단체 1000~3000대학생/대학원생/중학생/고등학생/제한없음
138,138,[작가 공모] 2022 아트프라이즈 강남 공개 모집,496,3,1,"강남구, 아트프라이즈강남 조직위원회, 강남문화재단","강남구, 아트프라이즈강남 조직위원회, 강남문화재단",2022.09.01~2022.09.28,"1,000만원 ",https://artprizegangnam.oopy.io/,https://www.thinkcontest.com/ufiles/contest/a26312946c931d6a182ba3d7e480d6bb651c9aab.jpg,전시/페스티발,1000~3000,중앙정부/기관,대학생/대학원생/일반인/고등학생,138.0,전시/페스티발 중앙정부/기관 1000~3000대학생/대학원생/일반인/고등학생
139,139,디지털 융복합 콘텐츠 분야 창작 & 스타트업 아이디어 공모전 - 2022 Creative Bridge Festival,523,3,11,"서울캠퍼스타운, 종로시, 성균관대학교창업지원단, 성균관캠퍼스타운, 문화예술미디어융합원","서울캠퍼스타운, 종로시, 성균관대학교창업지원단, 성균관캠퍼스타운, 문화예술미디어융합원",2022.08.29~2022.10.11,"1,000만원",https://www.creativebridgefestival.co.kr/,https://www.thinkcontest.com/ufiles/contest/1be9a2f6e644da4604a1f7094320ba7c40672d9d.png,기획/아이디어취업/창업,1000~3000,기타,대학생/대학원생/일반인,139.0,기획/아이디어취업/창업 기타 1000~3000대학생/대학원생/일반인
140,140,(경진대회) 2022 국회 데이터 활용 경진대회,481,3,1,대한민국 국회,대한민국 국회,2022.09.01~2022.11.11,500만원,https://datacontest2022.assembly.go.kr/,https://www.thinkcontest.com/ufiles/contest/ca5f6b3dfe53618f3e27a6c302c7d19ce2389c70.png,기획/아이디어과학/공학,1000~3000,중앙정부/기관,대학생/대학원생/일반인/중학생/고등학생,140.0,기획/아이디어과학/공학 중앙정부/기관 1000~3000대학생/대학원생/일반인/중학생/고등학생
141,141,제22회 대한민국여성미술대전,165,3,6,대전광역시 서구,대전서구문화원,2022.09.22~2022.09.22,500만원,http://www.sgcc.or.kr,https://www.thinkcontest.com/ufiles/contest/fd3eb6e9ecb61d3e4ffe949e7c26c0c8b752d6f7.jpg,디자인,1000~3000,지방자치단체,대학원생/일반인/만 18세 이상 여성,141.0,디자인 지방자치단체 1000~3000대학원생/일반인/만 18세 이상 여성
141,141,제22회 대한민국여성미술대전,165,3,6,대전광역시 서구,대전서구문화원,2022.09.22~2022.09.22,500만원,http://www.sgcc.or.kr,https://www.thinkcontest.com/ufiles/contest/fd3eb6e9ecb61d3e4ffe949e7c26c0c8b752d6f7.jpg,예체능,1000~3000,지방자치단체,대학생/대학원생/일반인,191.0,예체능 지방자치단체 1000~3000대학생/대학원생/일반인
142,142,2022년 제3회 관광통계 인포그래픽 공모전,1008,3,2,한국문화관광연구원,한국문화관광연구원,2022.09.01~2022.10.07,100만원,https://know.tour.go.kr/main/main.do,https://www.thinkcontest.com/ufiles/contest/297ccf4867e8d529f10207fe2027a13aa3a22250.jpg,디자인광고/마케팅대외활동,1000~3000,공기업,대학생/대학원생/일반인,142.0,디자인광고/마케팅대외활동 공기업 1000~3000대학생/대학원생/일반인
143,143,2022 온라인 메디컬(Medical) 해커톤,416,3,6,울산광역시,울산창조경제혁신센터,2022.09.01~2022.09.30,500만원,https://www.ustar.or.kr/html/04/01.php?mode=read&idx=48&search_select=&keyword=&pagenum=0,https://www.thinkcontest.com/ufiles/contest/bd81f0f197c969cfdd4c0e2953bca9bd427868fe.jpg,과학/공학대외활동,1000~3000,지방자치단체,대학생/대학원생/일반인/기업,143.0,과학/공학대외활동 지방자치단체 1000~3000대학생/대학원생/일반인/기업
144,144,제11회 달성군 전국사진공모전 'FOCUS ON 달성',1204,3,6,달성군/달성문화재단,달성군/달성문화재단,2022.09.01~2022.09.30,300만원,http://www.dsart.or.kr,https://www.thinkcontest.com/ufiles/contest/51cf164ba4387fbdda943518ab04c222442d79cf.jpg,사진,1000~3000,지방자치단체,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,144.0,사진 지방자치단체 1000~3000대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
145,145,제 14회 인성클린콘텐츠 정직UCC 공모전,176,3,7,"클린콘텐츠국민운동본부, 한국정직운동본부, 국회 미래정책연구회","클린콘텐츠국민운동본부, 한국정직운동본부, KBS미디어, 한국문화콘텐츠라이센싱협회",2022.09.01~2022.10.31,300만원,http://www.cleancontentsucc.org/sub01/sub01.php,https://www.thinkcontest.com/ufiles/contest/d32feb4c829e7cd38c67f63b63d3b91ff7ecf4a1.png,UCC/영상,1000~3000,학교/재단/협회,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/기업,145.0,UCC/영상 학교/재단/협회 1000~3000대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/기업
146,146,2022 영주 관광영상 공모전,127,3,6,영주시,영주시,2022.09.01~2022.09.30,500만원,"https://yeongju.go.kr/open_content/main/page.do?mnu_uid=10619&not_ancmt_mgt_no=15164&isView=01&not_ancmt_se_code=01,04",https://www.thinkcontest.com/ufiles/contest/26485afd58a95f0c9058dfcde2f325311bb05b80.jpg,UCC/영상,1000~3000,지방자치단체,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,146.0,UCC/영상 지방자치단체 1000~3000대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
147,147,제2회 우리 동네 1.5°C 낮추기 공모전,808,3,4,"(사)푸른아시아, 쿠키미디어(주)","(사)푸른아시아, 쿠키미디어(주)",2022.09.01~2022.11.19,400만원,https://naver.me/5axM5NXZ,https://www.thinkcontest.com/ufiles/contest/c6c54618ad401bbb68b9c436636d360dcc7bac69.jpg,기획/아이디어UCC/영상,1000~3000,신문/방송/언론,초등학생/중학생/고등학생,147.0,기획/아이디어UCC/영상 신문/방송/언론 1000~3000초등학생/중학생/고등학생
148,148,2022 경제안보 크리에이티브 콘텐츠·아이디어 어워즈,170,3,2,전략물자관리원,전략물자관리원,2022.08.31~2022.10.28,100만원,http://www.kostiawards.com/,https://www.thinkcontest.com/ufiles/contest/4140aa01ba071ba65f0b9dca0e49c8090759947d.jpg,기획/아이디어디자인UCC/영상,1000~3000,공기업,대학생/대학원생/일반인/고등학생/제한없음,148.0,기획/아이디어디자인UCC/영상 공기업 1000~3000대학생/대학원생/일반인/고등학생/제한없음
149,149,2022 부산해양디자인어워드,820,3,1,"해양수산부, 부산광역시","한국해양레저네트워크, 부산디자인진흥원",2022.09.01~2022.10.31,700만원 ,http://adp.dcb.or.kr/marine,https://www.thinkcontest.com/ufiles/contest/8731a325c9afadd51e12c4992279b3424b978b04.jpg,디자인캐릭터/만화,1000~3000,중앙정부/기관,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생,149.0,디자인캐릭터/만화 중앙정부/기관 1000~3000대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생
150,150,청년 해외진출 성장 스토리 공모전,190,3,1,한국산업인력공단,월드잡플러스,2022.08.08~2022.09.25,200만원,https://www.worldjob.or.kr/info/bbs/notice/view.do?menuId=1000006475&bbscttNo=167723&pageIndex=1&showItemListCount=10&orderByKey=&orderByType=&srchType=&srchTxt=&srchType2=&srchType3=&srchType4=&srchT,https://www.thinkcontest.com/ufiles/contest/49ec231cfcf53ece31ac7ded1988739e77f74781.png,UCC/영상문학/수기,1000~3000,중앙정부/기관,대학생/대학원생/일반인/고등학생,150.0,UCC/영상문학/수기 중앙정부/기관 1000~3000대학생/대학원생/일반인/고등학생
151,151,제3회 국립대학 육성사업 영상 콘텐츠 공모전,57,3,7,국립대학 육성사업 발전협의회,국립대학 육성사업 발전협의회,2022.08.22~2022.09.30,"300만원(일반), 200만원(숏폼)",http://www.knu39.org/bbs/board.php?bo_table=notice&wr_id=552,https://www.thinkcontest.com/ufiles/contest/c289dc956a0faea30e0cff2b4e6564fe36044fc9.png,UCC/영상,1000~3000,학교/재단/협회,대학생/대학원생/일반인,151.0,UCC/영상 학교/재단/협회 1000~3000대학생/대학원생/일반인
152,152,2022 빈집활용 아이디어 공모전,3898,3,1,국토교통부,한국부동산원,2022.09.01~2022.09.30,500만원,https://bit.ly/빈집아이디어,https://www.thinkcontest.com/ufiles/contest/4288275bfda78875d76b6609a4eb10849a8277c1.jpg,기획/아이디어디자인UCC/영상건축/건설,1000~3000,중앙정부/기관,대학생/대학원생/일반인/고등학생/제한없음,152.0,기획/아이디어디자인UCC/영상건축/건설 중앙정부/기관 1000~3000대학생/대학원생/일반인/고등학생/제한없음
153,153,(장학금) G-TELP 전국 대학생 영어 페스티벌,2000,3,11,한국지텔프,한국지텔프,2022.08.26~2022.10.28,100만원,http://www.gtelp.co.kr/festival/index.asp#,https://www.thinkcontest.com/ufiles/contest/a9b2d7efbe21754d1b91cfe45fbdf431437683de.png,장학(금)재단,1000~3000,기타,대학생,153.0,장학(금)재단 기타 1000~3000대학생
154,154,"병무청, 국민과 함께하는 병역이야기 공모전",233,3,1,병무청,병무청,2022.07.01~2022.09.30,"총상금 1,900만원",http://www.mma9090.kr,https://www.thinkcontest.com/ufiles/contest/2121063c05d23f56dbd0e3a80ee090a260db0992.jpg,UCC/영상캐릭터/만화,1000~3000,중앙정부/기관,대학생/대학원생/일반인/초등학생/중학생/고등학생/제한없음,154.0,UCC/영상캐릭터/만화 중앙정부/기관 1000~3000대학생/대학원생/일반인/초등학생/중학생/고등학생/제한없음
155,155,제7회 전국청소년과학신문공모전,138,3,2,"국립대구과학관, 대구경북과학기술원(DGIST)","국립대구과학관, 대구경북과학기술원(DGIST)",2022.08.25~2022.09.30,노트북(100만원상당),https://www.dnsm.or.kr/board103/bbsDetailView.do?data_id=3822&bbs_id=103&pageIndex=1&recordCountPerPage=10,https://www.thinkcontest.com/ufiles/contest/60f2118d71690f244063d64c4cfc1d066f01d87b.jpg,예체능문학/수기,1000~3000,공기업,어린이/초등학생/중학생/고등학생,155.0,예체능문학/수기 공기업 1000~3000어린이/초등학생/중학생/고등학생
156,156,제7회 커피 29초영화제,676,3,4,한국경제신문,29초영화제사무국,2022.08.23~2022.09.23,"총상금 2,000만원",https://www.29sfilm.com/#/customerservice/noticedetail?seq=5611,https://www.thinkcontest.com/ufiles/contest/1f1b9d4d17f36505a8c37b0d491355e12f4167bd.jpg,UCC/영상,1000~3000,신문/방송/언론,대학생/대학원생/일반인/중학생/고등학생/제한없음,156.0,UCC/영상 신문/방송/언론 1000~3000대학생/대학원생/일반인/중학생/고등학생/제한없음
157,157,창비청소년문학상 공모,554,3,4,창비,창비,2021.10.01~2022.09.30,"2,000만원",https://www.changbi.com/,https://www.thinkcontest.com/ufiles/contest/2b692bb0cb253e7222ec8ec509ee9b2b156ce2f0.png,문학/수기,1000~3000,신문/방송/언론,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/기업/제한없음,157.0,문학/수기 신문/방송/언론 1000~3000대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/기업/제한없음
158,158,2022 전국민참여 ICT표준 챌린지,284,3,1,과학기술정보통신부,한국정보통신기술협회,2022.08.23~2022.10.14,300만원,https://tta.or.kr/tta/selectBbsNttView.do?key=74&bbsNo=105&nttNo=12353&searchCtgry=&searchCnd=all&se,https://www.thinkcontest.com/ufiles/contest/0671afa008362d704e6be170a9d1f56cf73eef46.jpg,기획/아이디어사진UCC/영상과학/공학,1000~3000,중앙정부/기관,대학생/대학원생/일반인/제한없음,158.0,기획/아이디어사진UCC/영상과학/공학 중앙정부/기관 1000~3000대학생/대학원생/일반인/제한없음
159,159,제1회 SAC 패션챌린지 온라인 공모전,146,3,7,서울종합예술실용학교,서울종합예술실용학교,2022.05.30~2022.11.11,상금 50만원 외,https://www.sac.ac.kr/event/g_view.do?cd_gubun=41&idx_event=3683,https://www.thinkcontest.com/ufiles/contest/e7c1d6cff3f2b728d494b3ba6e06dc3b031cb0d7.jpg,예체능,1000~3000,학교/재단/협회,중학생/고등학생,159.0,예체능 학교/재단/협회 1000~3000중학생/고등학생
160,160,2022 구미시 유튜브 콘테스트 공모전,128,3,6,구미시청,서울종합예술실용학교,2022.09.13~2022.10.14,500만원,https://www.gumi.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=50220&mId=0401030000&seCode=01,https://www.thinkcontest.com/ufiles/contest/0dd1e1c4a3ac6976c3fd98774aaed2ba7a33a360.png,UCC/영상,1000~3000,지방자치단체,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,160.0,UCC/영상 지방자치단체 1000~3000대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
161,161,제21회 대학생 안보토론대회,283,3,7,"육군사관학교, 서울교육대학교",서울종합예술실용학교,2022.08.16~2022.09.30,300만원,https://hwarang.kma.ac.kr:462/hwarang/349/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGaHdhcmFuZyUyRjElMkY1NDE5JTJGYXJ0Y2xWaWV3LmRvJTNG,https://www.thinkcontest.com/ufiles/contest/c2b59f4a09b1266628a61b4cac1253563bb9ec0b.jpg,논문/리포트기획/아이디어과학/공학,1000~3000,학교/재단/협회,대학생,161.0,논문/리포트기획/아이디어과학/공학 학교/재단/협회 1000~3000대학생
162,162,2022 여성 청년 창업 챌린지,186,3,7,한국여성벤처협회,한국여성벤처협회,2022.08.19~2022.09.26,"1,000만원",https://www.kovwa.or.kr/94/?idx=12630482&bmode=view,https://www.thinkcontest.com/ufiles/contest/da288ef2dc569aa9d63c982785aa1f1db0ff8e86.jpg,기획/아이디어,1000~3000,학교/재단/협회,대학생/대학원생/일반인/전국 여성 예비창업자,162.0,기획/아이디어 학교/재단/협회 1000~3000대학생/대학원생/일반인/전국 여성 예비창업자
163,163,2022 블러썸 청소년음악제,243,3,3,"SK브로드밴드, EBS미디어, LOVE FNC, 한국청소년정책연구원",EBS미디어,2022.08.30~2022.10.07,200만원,www.skbroadband.com/2022blossom.do,https://www.thinkcontest.com/ufiles/contest/9590d76f46bcb763f3aae78c9122228cd93598f0.png,예체능,1000~3000,대기업,중학생/고등학생,163.0,예체능 대기업 1000~3000중학생/고등학생
164,164,LG소셜캠퍼스 제5회 1분1초영화제,289,3,3,"LG전자, LG화학",더좋은세상,2022.08.18~2022.09.25,500만원,https://www.1m1sfilm.com/,https://www.thinkcontest.com/ufiles/contest/fd5ad7031738fd300cc859a0b8f4875a07489164.jpg,UCC/영상,1000~3000,대기업,대학생/대학원생/일반인/초등학생/중학생/고등학생,164.0,UCC/영상 대기업 1000~3000대학생/대학원생/일반인/초등학생/중학생/고등학생
165,165,수원 당수지구 시민참여형 공원 만들기 아이디어 공모전,136,3,7,수원도시재단,"한국토지주택공사, 수원특례시",2022.08.10~2022.10.04,300만원,https://sscf2016.or.kr/board_view.do?mn_key=03010000&brd_key=1&srch_page=1&bbs_key=202208101745420651&cate_use=&cate_key=,https://www.thinkcontest.com/ufiles/contest/cb80ca72e1b7ad4bc90293851ee52effe838f3d9.jpg,기획/아이디어,1000~3000,학교/재단/협회,대학생/대학원생/일반인/중학생/고등학생/제한없음,165.0,기획/아이디어 학교/재단/협회 1000~3000대학생/대학원생/일반인/중학생/고등학생/제한없음
166,166,제13회 상주사랑 전국관광 사진공모전,202,3,6,상주시,(사)한국사진작가협회 상주지부,2022.09.15~2022.09.30,250만원,https://www.sangju.go.kr/board/detail.tc?mn=3032&mngNo=726&pageSeq=2613&boardNo=2000040191,https://www.thinkcontest.com/ufiles/contest/dbb128a5aa3ecaee240a81d38757a848d794e401.jpg,사진,1000~3000,지방자치단체,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,166.0,사진 지방자치단체 1000~3000대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
167,167,2022 대한민국 만화평론공모전,183,3,7,한국만화영상진흥원,(사)한국사진작가협회 상주지부,2022.09.13~2022.09.27,600만원,https://www.komacon.kr/b_sys/index.asp?b_mode=view&b_code=4&b_sq=26854&s_cate=1&s_fld=&s_txt=&nowPage=1,https://www.thinkcontest.com/ufiles/contest/bb84004f434800dd0e11f1cf138044d1aa916036.png,논문/리포트기획/아이디어,1000~3000,학교/재단/협회,일반인/기성 및 신인평론가,167.0,논문/리포트기획/아이디어 학교/재단/협회 1000~3000일반인/기성 및 신인평론가
168,168,2022 제5회 미시령 힐링가도 44초 영상제,122,3,6,인제군,(주)아이엠쥐,2022.08.16~2022.11.13,300만원,https://www.inje.go.kr/portal/adm/bulletin?articleSeq=199563,https://www.thinkcontest.com/ufiles/contest/1da458c92140a86f4705ce603ae8edb2875f100e.jpg,UCC/영상,1000~3000,지방자치단체,대학생/대학원생/일반인/중학생/고등학생,168.0,UCC/영상 지방자치단체 1000~3000대학생/대학원생/일반인/중학생/고등학생
169,169,제 6회 개방형 클라우드 플랫폼 기반 서비스 개발 아이디어 공모전,1218,3,1,과학기술정보통신부,"한국지능정보사회진흥원, OPDC",2022.08.16~2022.09.30,500만원,http://paas-ta.co.kr,https://www.thinkcontest.com/ufiles/contest/019ddeb4b6d2895470f77d735c134157d98d88d9.png,기획/아이디어과학/공학게임/소프트웨어,1000~3000,중앙정부/기관,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/기업,169.0,기획/아이디어과학/공학게임/소프트웨어 중앙정부/기관 1000~3000대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/기업
170,170,"제3회 광원아트홀 사진 공모전, 다시 제자리로 - 소중한 일상의 회복",219,3,9,사단법인 광원아트홀,사단법인 광원아트홀,2022.09.15~2022.10.14,300만원,https://www.gwart.org/contest/,https://www.thinkcontest.com/ufiles/contest/5996fc32c9e6ba16a65138042e83a17fb8a24d35.png,사진,1000~3000,학회/비영리단체,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,170.0,사진 학회/비영리단체 1000~3000대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
171,171,2022 한국유치원총연합회  UCC 공모전,305,3,11,위키포키,사단법인 광원아트홀,2022.09.14~2022.10.05,500만원,https://www.wikifoki.com/contest/event/2022/kka/kkaJoin,https://www.thinkcontest.com/ufiles/contest/ace11bf8e85e8bf8652acf03d5fca740d37e53d3.jpg,UCC/영상,1000~3000,기타,기업/전국유치원,171.0,UCC/영상 기타 1000~3000기업/전국유치원
172,172,제3회 대전블루스 유튜브 영상 공모전,271,3,6,대전광역시청,대전광역시청,2022.08.08~2022.10.31,400만원,https://www.youtube.com/channel/UCzIgmDjE0lFDu2IhEF_ewOA,https://www.thinkcontest.com/ufiles/contest/311b023988ffbb07599e74324ca30065c6b4eadb.png,UCC/영상,1000~3000,지방자치단체,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/대전시민,172.0,UCC/영상 지방자치단체 1000~3000대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/대전시민
173,173,2022년 제2회 메디칼타임즈 의대생 콘텐츠 공모전(2차 접수),635,3,4,(주)메디칼타임즈,(주)메디칼타임즈,2022.08.09~2022.09.25,300만원,https://www.medicaltimes.com/Main/contest/,https://www.thinkcontest.com/ufiles/contest/03188f090b5b6f0d735005a1470e38d354c518b8.jpg,디자인UCC/영상캐릭터/만화,1000~3000,신문/방송/언론,대학생/기타,173.0,디자인UCC/영상캐릭터/만화 신문/방송/언론 1000~3000대학생/기타
174,174,2022년 제2회 데일리팜 약대생 콘텐츠 공모전(2차 접수),627,3,4,(주)데일리팜,(주)데일리팜,2022.08.09~2022.09.25,300만원,https://www.dailypharm.com/Users/contest/,https://www.thinkcontest.com/ufiles/contest/237672abf2c3667e54e1e88ece82e131e94a79ba.jpg,디자인UCC/영상캐릭터/만화,1000~3000,신문/방송/언론,대학생/전국 약학대학 학생 개인 또는 팀 (4인 이하),174.0,디자인UCC/영상캐릭터/만화 신문/방송/언론 1000~3000대학생/전국 약학대학 학생 개인 또는 팀 (4인 이하)
